src_ip,dst_ip,src_port,dst_port,protocol,flag,pkt_length,ttl,pkt_count,byte_rate,syn_count,rst_count,duration,failed_logins,entropy,label,prediction,label_name,confidence,p_normal,p_suspicious,p_malicious
194.206.95.69,221.80.43.250,39842,445,FTP,PSH,1201.5608020062293,94,435,20832.13659134628,29,4,15.818659445033246,3,6.0607162146416975,1,1,Suspicious,0.8498931258916855,0.06586361093691222,0.8498931258916855,0.08424326061272262
210.138.82.188,162.45.148.178,20808,22,TCP,PSH,883.6669622547397,133,70,13803.215637157273,29,6,11.391487110861856,2,5.832588160649245,1,1,Suspicious,0.849877554178238,0.1106690114127068,0.849877554178238,0.039453440877108746
212.111.186.50,156.220.163.154,29902,53,TCP,SYN-ACK,412.1325615097017,128,48,3120.28800805856,2,0,1.0506363940777874,0,3.9391656998443443,0,0,Normal,0.9896540617562957,0.9896540617562957,1.6206057125600637e-05,0.010329716665523108
137.1.246.145,198.120.115.6,24350,443,HTTPS,FIN,556.7438806631928,128,21,6855.359325355043,2,0,6.4010281208011035,0,3.4505888687664705,0,0,Normal,0.9921515391469445,0.9921515391469445,2.2427839212468825e-05,0.007826015198842705
30.17.230.213,41.141.250.86,15066,445,TCP,RST,428.5185175693721,224,143,21436.845100957566,15,3,39.194923609604615,2,5.190925328197697,1,1,Suspicious,0.8498931854963303,0.09477134033512681,0.8498931854963303,0.055335487211390436
143.207.17.85,206.21.72.142,49440,53,ICMP,FIN,386.67267415264763,255,23,2767.005662160779,2,0,1.0704009779727213,0,5.033117384669758,0,0,Normal,0.9755698939740427,0.9755698939740427,1.7782679833544535e-05,0.024412330879422895
205.108.133.25,146.116.95.168,45366,53,ICMP,FIN,619.7004105498236,64,43,3124.2017543573043,1,0,6.217508973830954,0,3.966976586721998,0,0,Normal,0.9935641663224078,0.9935641663224078,1.79895378096262e-05,0.006417814464061854
153.212.117.206,175.67.218.10,5178,445,DNS,SYN,1028.4179236406792,239,447,10671.649977284176,6,3,22.256501577526233,3,4.805780576595116,1,1,Suspicious,0.8498583465814591,0.0666010682240398,0.8498583465814591,0.08354055267569999
172.165.209.81,174.217.57.165,34477,53,UDP,ACK,654.6829571880107,128,8,3837.4896701472285,1,0,10.84239322061855,0,3.5517498135419183,0,0,Normal,0.9876463810656131,0.9876463810656131,1.7653776353654393e-05,0.012335987345452085
77.167.4.129,67.164.144.102,51216,8080,UDP,SYN,971.5798330768337,123,428,15909.64024970491,29,3,1.8013164409979432,4,4.69337094619901,1,1,Suspicious,0.8498676747083664,0.05594645482457075,0.8498676747083664,0.09418586225484865
242.69.106.154,246.0.54.191,34527,8080,HTTPS,FIN,627.3007730259775,64,13,3982.249593488319,0,0,4.010640402690671,0,3.9988922816625685,0,0,Normal,0.9684509054477242,0.9684509054477242,1.7436719303987047e-05,0.0315316618918876
154.3.37.150,71.143.119.235,31718,22,SSH,PSH,733.348298140587,208,307,7541.980497634433,16,9,11.320939070663405,1,5.350600417987369,1,1,Suspicious,0.849508884549141,0.0984158403391592,0.849508884549141,0.05207529453959809
27.203.221.153,123.181.163.123,52021,80,HTTP,SYN-ACK,323.053658249775,64,21,9051.497694012485,1,0,2.861998837696911,0,5.336693205295988,0,0,Normal,0.9712693578069725,0.9712693578069725,0.00048647272706148215,0.028244183781594556
